pokemon,abilities,types,egg_groups,moves,pokedex_entry
decidueye,"['overgrow', 'long-reach']","['grass', 'ghost']",['flying'],"['swords-dance', 'fury-attack', 'tackle', 'take-down', 'growl', 'hyper-beam', 'peck', 'low-kick', 'razor-leaf', 'solar-beam', 'toxic', 'night-shade', 'double-team', 'confuse-ray', 'light-screen', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'spite', 'protect', 'foresight', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'synthesis', 'hidden-power', 'rain-dance', 'sunny-day', 'shadow-ball', 'facade', 'nature-power', 'helping-hand', 'imprison', 'feather-dance', 'astonish', 'air-cutter', 'bullet-seed', 'aerial-ace', 'frenzy-plant', 'covet', 'magical-leaf', 'leaf-blade', 'roost', 'pluck', 'tailwind', 'u-turn', 'worry-seed', 'sucker-punch', 'seed-bomb', 'air-slash', 'energy-ball', 'brave-bird', 'giga-impact', 'nasty-plot', 'shadow-claw', 'shadow-sneak', 'psycho-cut', 'defog', 'leaf-storm', 'grass-knot', 'ominous-wind', 'smack-down', 'low-sweep', 'round', 'echoed-voice', 'hex', 'acrobatics', 'grass-pledge', 'work-up', 'hurricane', 'phantom-force', 'grassy-terrain', 'confide', 'spirit-shackle', 'solar-blade', 'leafage', 'laser-focus', 'grassy-glide', 'skitter-smack', 'poltergeist', 'dual-wingbeat', 'tera-blast', 'trailblaze']",つばさに　しこまれた　やばねを つがえてはなつ。　１００メートルさきの こいしも　つらぬく　せいど。
litten,"['blaze', 'intimidate']",['fire'],['ground'],"['pay-day', 'scratch', 'swords-dance', 'double-kick', 'body-slam', 'thrash', 'leer', 'bite', 'growl', 'roar', 'ember', 'flamethrower', 'fire-spin', 'toxic', 'double-team', 'lick', 'fire-blast', 'leech-life', 'fury-swipes', 'rest', 'substitute', 'snore', 'protect', 'scary-face', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'crunch', 'fake-out', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'taunt', 'revenge', 'endeavor', 'overheat', 'bulk-up', 'covet', 'u-turn', 'flare-blitz', 'nasty-plot', 'shadow-claw', 'fire-fang', 'flame-charge', 'round', 'acrobatics', 'fire-pledge', 'work-up', 'parting-shot', 'confide', 'power-trip']",けづくろいで　おなかに　たまった ぬけげを　もやして　ひを　ふく。 けの　はきかたで　ほのおも　へんか。
torracat,"['blaze', 'intimidate']",['fire'],['ground'],"['pay-day', 'scratch', 'swords-dance', 'double-kick', 'body-slam', 'thrash', 'leer', 'bite', 'growl', 'roar', 'ember', 'flamethrower', 'fire-spin', 'toxic', 'double-team', 'lick', 'fire-blast', 'leech-life', 'fury-swipes', 'rest', 'substitute', 'snore', 'protect', 'scary-face', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'crunch', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'taunt', 'revenge', 'endeavor', 'overheat', 'bulk-up', 'covet', 'u-turn', 'flare-blitz', 'nasty-plot', 'shadow-claw', 'fire-fang', 'flame-charge', 'round', 'acrobatics', 'fire-pledge', 'work-up', 'dual-chop', 'confide']",くびの　つけねに　ほのおの　スズが ある。　ほのおが　ふきだすとき リンリンと　たかいおとが　なる。
incineroar,"['blaze', 'intimidate']","['fire', 'dark']",['ground'],"['mega-punch', 'pay-day', 'fire-punch', 'thunder-punch', 'scratch', 'swords-dance', 'bind', 'double-kick', 'mega-kick', 'body-slam', 'thrash', 'leer', 'bite', 'growl', 'roar', 'ember', 'flamethrower', 'hyper-beam', 'low-kick', 'fire-spin', 'earthquake', 'toxic', 'double-team', 'lick', 'fire-blast', 'leech-life', 'fury-swipes', 'rest', 'substitute', 'snore', 'reversal', 'protect', 'scary-face', 'outrage', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'cross-chop', 'sunny-day', 'crunch', 'heat-wave', 'torment', 'will-o-wisp', 'facade', 'focus-punch', 'taunt', 'superpower', 'revenge', 'brick-break', 'knock-off', 'endeavor', 'snatch', 'blaze-kick', 'blast-burn', 'overheat', 'bulk-up', 'covet', 'u-turn', 'close-combat', 'assurance', 'embargo', 'fling', 'flare-blitz', 'dark-pulse', 'drain-punch', 'focus-blast', 'giga-impact', 'nasty-plot', 'shadow-claw', 'fire-fang', 'iron-head', 'flame-charge', 'low-sweep', 'round', 'quash', 'acrobatics', 'fire-pledge', 'bulldoze', 'work-up', 'dual-chop', 'heat-crash', 'snarl', 'confide', 'darkest-lariat', 'throat-chop', 'brutal-swing', 'stomping-tantrum', 'burning-jealousy', 'lash-out', 'scorching-sands']",강렬한 펀치와 킥을 가한 후 배꼽 부근에서 불꽃을 뿜어내 마무리한다.
popplio,"['torrent', 'liquid-voice']",['water'],"['water1', 'ground']","['pound', 'double-slap', 'growl', 'sing', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'toxic', 'double-team', 'waterfall', 'amnesia', 'rest', 'substitute', 'snore', 'protect', 'perish-song', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'dive', 'hyper-voice', 'covet', 'water-pulse', 'brine', 'aqua-ring', 'aqua-tail', 'captivate', 'aqua-jet', 'wonder-room', 'round', 'echoed-voice', 'scald', 'acrobatics', 'water-pledge', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'aromatic-mist', 'baby-doll-eyes', 'life-dew', 'flip-turn', 'triple-axel']",がんばりやな　せいしつで　ゆうめい。 たいえきを　はなで　ふくらませた バルーンを　てきに　ぶつける。
brionne,"['torrent', 'liquid-voice']",['water'],"['water1', 'ground']","['pound', 'double-slap', 'growl', 'sing', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'toxic', 'double-team', 'waterfall', 'amnesia', 'rest', 'substitute', 'snore', 'protect', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'dive', 'hyper-voice', 'covet', 'water-pulse', 'brine', 'aqua-tail', 'captivate', 'aqua-jet', 'wonder-room', 'round', 'echoed-voice', 'scald', 'acrobatics', 'water-pledge', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'baby-doll-eyes', 'flip-turn', 'triple-axel']",ダンスが　とくいで　おどりながら つぎつぎに　みずの　バルーンを つくりだし　てきに　ぶつけるぞ。
primarina,"['torrent', 'liquid-voice']","['water', 'fairy']","['water1', 'ground']","['pound', 'double-slap', 'growl', 'sing', 'water-gun', 'hydro-pump', 'surf', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'waterfall', 'amnesia', 'rest', 'substitute', 'snore', 'protect', 'icy-wind', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'psych-up', 'shadow-ball', 'whirlpool', 'uproar', 'hail', 'facade', 'helping-hand', 'magic-coat', 'dive', 'hyper-voice', 'hydro-cannon', 'weather-ball', 'covet', 'calm-mind', 'water-pulse', 'brine', 'aqua-tail', 'energy-ball', 'giga-impact', 'captivate', 'aqua-jet', 'wonder-room', 'round', 'echoed-voice', 'stored-power', 'scald', 'acrobatics', 'water-pledge', 'work-up', 'disarming-voice', 'draining-kiss', 'misty-terrain', 'play-rough', 'moonblast', 'confide', 'dazzling-gleam', 'baby-doll-eyes', 'sparkling-aria', 'liquidation', 'misty-explosion', 'flip-turn', 'triple-axel']",みずのバルーンを　うたで　あやつる。 そのメロディは　なかまに　まなび だいだい　むれに　ひきつがれていく。
pikipek,"['keen-eye', 'skill-link', 'pickup']","['normal', 'flying']",['flying'],"['swords-dance', 'fly', 'fury-attack', 'growl', 'supersonic', 'peck', 'drill-peck', 'toxic', 'screech', 'double-team', 'mirror-move', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'protect', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'rock-smash', 'uproar', 'heat-wave', 'brick-break', 'knock-off', 'feather-dance', 'hyper-voice', 'bullet-seed', 'aerial-ace', 'roost', 'pluck', 'tailwind', 'u-turn', 'brave-bird', 'defog', 'gunk-shot', 'smack-down', 'flame-charge', 'round', 'echoed-voice', 'work-up', 'boomburst', 'confide']",びょうかん１６れんだ　で　きを　つつき あなを　ほる。　あけた　あなは　エサを しまう　ちょぞうこや　すに　つかう。
trumbeak,"['keen-eye', 'skill-link', 'pickup']","['normal', 'flying']",['flying'],"['swords-dance', 'fly', 'fury-attack', 'growl', 'supersonic', 'peck', 'drill-peck', 'toxic', 'screech', 'double-team', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'protect', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'rock-smash', 'uproar', 'heat-wave', 'brick-break', 'knock-off', 'feather-dance', 'hyper-voice', 'bullet-seed', 'aerial-ace', 'rock-blast', 'roost', 'pluck', 'tailwind', 'u-turn', 'defog', 'gunk-shot', 'smack-down', 'flame-charge', 'round', 'echoed-voice', 'work-up', 'confide']",クチバシに　くった　きのみの　タネを ためこむ。　てきや　えものに であうと　いっきに　はっしゃする。
toucannon,"['keen-eye', 'skill-link', 'sheer-force']","['normal', 'flying']",['flying'],"['swords-dance', 'fly', 'fury-attack', 'growl', 'supersonic', 'peck', 'drill-peck', 'toxic', 'screech', 'double-team', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'protect', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'sunny-day', 'rock-smash', 'uproar', 'heat-wave', 'brick-break', 'knock-off', 'feather-dance', 'hyper-voice', 'overheat', 'bullet-seed', 'aerial-ace', 'rock-blast', 'roost', 'pluck', 'tailwind', 'u-turn', 'seed-bomb', 'flash-cannon', 'defog', 'gunk-shot', 'smack-down', 'flame-charge', 'round', 'echoed-voice', 'work-up', 'confide', 'beak-blast']",クチバシを　はつねつさせ　たたかう。 そのおんどは　１００どを　ゆうに　こえ つつかれるだけで　おおやけど。
yungoos,"['stakeout', 'strong-jaw', 'adaptability']",['normal'],['ground'],"['sand-attack', 'tackle', 'take-down', 'thrash', 'leer', 'bite', 'earthquake', 'dig', 'toxic', 'double-team', 'bide', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'uproar', 'torment', 'facade', 'taunt', 'helping-hand', 'revenge', 'yawn', 'endeavor', 'odor-sleuth', 'rock-tomb', 'mud-shot', 'shock-wave', 'u-turn', 'payback', 'last-resort', 'seed-bomb', 'thunder-fang', 'ice-fang', 'fire-fang', 'zen-headbutt', 'round', 'echoed-voice', 'bulldoze', 'work-up', 'wild-charge', 'confide', 'psychic-fangs', 'stomping-tantrum', 'tera-blast', 'trailblaze', 'chilling-water']",무엇이든 먹지만 신선하고 살아 있는 것을 좋아해서 먹이를 찾아 길을 누비고 다닌다.
gumshoos,"['stakeout', 'strong-jaw', 'adaptability']",['normal'],['ground'],"['fire-punch', 'ice-punch', 'thunder-punch', 'sand-attack', 'tackle', 'body-slam', 'take-down', 'thrash', 'leer', 'bite', 'roar', 'hyper-beam', 'earthquake', 'dig', 'toxic', 'double-team', 'bide', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'scary-face', 'mud-slap', 'sandstorm', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'uproar', 'torment', 'facade', 'taunt', 'helping-hand', 'yawn', 'endeavor', 'odor-sleuth', 'rock-tomb', 'block', 'mud-shot', 'shock-wave', 'u-turn', 'payback', 'fling', 'last-resort', 'seed-bomb', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'zen-headbutt', 'iron-head', 'low-sweep', 'round', 'echoed-voice', 'bulldoze', 'work-up', 'wild-charge', 'dual-chop', 'confide', 'psychic-fangs', 'stomping-tantrum', 'tera-blast', 'trailblaze', 'chilling-water']",えものの　こんせきを　みつけると ねばりづよく　そのばに　はりこむが ひぐれには　うつらうつら　している。
grubbin,['swarm'],['bug'],['bug'],"['vice-grip', 'bite', 'string-shot', 'thunderbolt', 'thunder-wave', 'dig', 'toxic', 'screech', 'double-team', 'harden', 'light-screen', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'crunch', 'facade', 'mud-shot', 'shock-wave', 'magnet-rise', 'poison-jab', 'x-scissor', 'discharge', 'bug-bite', 'charge-beam', 'round', 'acrobatics', 'volt-switch', 'electroweb', 'wild-charge', 'sticky-web', 'confide', 'rising-voltage', 'skitter-smack']",じょうぶな　アゴで　じゅもくを けずり　じゅえきを　すする。 ふだんは　じめんの　なかで　くらす。
charjabug,['battery'],"['bug', 'electric']",['bug'],"['vice-grip', 'bite', 'string-shot', 'thunderbolt', 'thunder-wave', 'dig', 'toxic', 'screech', 'double-team', 'light-screen', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'crunch', 'facade', 'charge', 'iron-defense', 'mud-shot', 'shock-wave', 'magnet-rise', 'poison-jab', 'x-scissor', 'discharge', 'bug-bite', 'charge-beam', 'electro-ball', 'round', 'acrobatics', 'volt-switch', 'electroweb', 'wild-charge', 'sticky-web', 'confide', 'eerie-impulse', 'rising-voltage', 'skitter-smack']",たいないに　ちくでんきのうを　もつ。 キャンプの　ときなど　１ぴき　いると とても　ありがたい　ポケモンだ。
vikavolt,['levitate'],"['bug', 'electric']",['bug'],"['vice-grip', 'guillotine', 'fly', 'bite', 'hyper-beam', 'solar-beam', 'string-shot', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'screech', 'double-team', 'light-screen', 'rest', 'substitute', 'snore', 'protect', 'mud-slap', 'zap-cannon', 'endure', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'rain-dance', 'crunch', 'facade', 'charge', 'signal-beam', 'iron-defense', 'mud-shot', 'shock-wave', 'roost', 'magnet-rise', 'poison-jab', 'air-slash', 'x-scissor', 'bug-buzz', 'energy-ball', 'giga-impact', 'flash-cannon', 'discharge', 'bug-bite', 'charge-beam', 'electro-ball', 'round', 'sky-drop', 'acrobatics', 'volt-switch', 'electroweb', 'wild-charge', 'sticky-web', 'confide', 'eerie-impulse', 'laser-focus', 'rising-voltage', 'skitter-smack', 'dual-wingbeat']",腹部有著發電器官， 會將能量集中在大顎上， 發出驚人的電擊。
crabrawler,"['hyper-cutter', 'iron-fist', 'anger-point']",['fighting'],['water3'],"['ice-punch', 'thunder-punch', 'slam', 'body-slam', 'take-down', 'leer', 'bubble-beam', 'earthquake', 'dig', 'toxic', 'double-team', 'swift', 'amnesia', 'bubble', 'dizzy-punch', 'crabhammer', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'mud-slap', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'helping-hand', 'superpower', 'brick-break', 'endeavor', 'rock-tomb', 'iron-defense', 'bulk-up', 'mud-shot', 'close-combat', 'payback', 'fling', 'drain-punch', 'focus-blast', 'zen-headbutt', 'gunk-shot', 'iron-head', 'stone-edge', 'wide-guard', 'round', 'scald', 'bulldoze', 'frost-breath', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'brutal-swing', 'stomping-tantrum', 'liquidation', 'tera-blast', 'chilling-water']",ハサミで　じゃくてんを　ガードしつつ スキを　うかがい　パンチを　はなつ。 まけたほうは　アワを　ふいて　ダウン。
crabominable,"['hyper-cutter', 'iron-fist', 'anger-point']","['fighting', 'ice']",['water3'],"['ice-punch', 'thunder-punch', 'slam', 'body-slam', 'take-down', 'leer', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'earthquake', 'dig', 'toxic', 'double-team', 'swift', 'amnesia', 'bubble', 'dizzy-punch', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'reversal', 'protect', 'scary-face', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'pursuit', 'hidden-power', 'rain-dance', 'sunny-day', 'rock-smash', 'hail', 'facade', 'focus-punch', 'helping-hand', 'superpower', 'brick-break', 'endeavor', 'rock-tomb', 'iron-defense', 'block', 'bulk-up', 'mud-shot', 'close-combat', 'payback', 'fling', 'drain-punch', 'focus-blast', 'giga-impact', 'avalanche', 'zen-headbutt', 'gunk-shot', 'iron-head', 'stone-edge', 'round', 'scald', 'bulldoze', 'frost-breath', 'work-up', 'dual-chop', 'confide', 'power-up-punch', 'ice-hammer', 'brutal-swing', 'stomping-tantrum', 'liquidation', 'body-press', 'tera-blast', 'ice-spinner', 'snowscape', 'chilling-water']",トップを　めざすはずが　ゆきやまに まよいのぼり　さむさに　たえるうちに けが　はえてきて　しんかしていた。
oricorio-baile,['dancer'],"['fire', 'flying']",['flying'],"['pound', 'double-slap', 'swords-dance', 'fly', 'take-down', 'growl', 'peck', 'toxic', 'agility', 'double-team', 'mirror-move', 'swift', 'sky-attack', 'rest', 'substitute', 'snore', 'reversal', 'protect', 'icy-wind', 'sandstorm', 'endure', 'charm', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'hidden-power', 'rain-dance', 'sunny-day', 'flatter', 'facade', 'taunt', 'helping-hand', 'role-play', 'feather-dance', 'teeter-dance', 'air-cutter', 'aerial-ace', 'covet', 'calm-mind', 'roost', 'pluck', 'tailwind', 'u-turn', 'embargo', 'air-slash', 'defog', 'captivate', 'quiver-dance', 'round', 'quash', 'acrobatics', 'work-up', 'hurricane', 'confide', 'revelation-dance', 'tera-blast', 'pound', 'trailblaze']",はねを　うちあわせて　はっか。 かれいな　ステップを　ふみながら はげしい　ほのおを　あびせかけるぞ。
cutiefly,"['honey-gather', 'shield-dust', 'sweet-veil']","['bug', 'fairy']","['bug', 'fairy']","['absorb', 'stun-spore', 'toxic', 'psychic', 'double-team', 'light-screen', 'reflect', 'swift', 'dream-eater', 'leech-life', 'rest', 'substitute', 'thief', 'snore', 'protect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'sweet-scent', 'hidden-power', 'sunny-day', 'psych-up', 'facade', 'helping-hand', 'trick', 'skill-swap', 'imprison', 'aromatherapy', 'fake-tears', 'silver-wind', 'signal-beam', 'aerial-ace', 'covet', 'calm-mind', 'roost', 'tailwind', 'u-turn', 'last-resort', 'bug-buzz', 'energy-ball', 'switcheroo', 'defog', 'bug-bite', 'wonder-room', 'telekinesis', 'magic-room', 'quiver-dance', 'after-you', 'round', 'ally-switch', 'acrobatics', 'bestow', 'struggle-bug', 'sticky-web', 'draining-kiss', 'play-rough', 'fairy-wind', 'moonblast', 'confide', 'aromatic-mist', 'powder', 'dazzling-gleam', 'infestation', 'speed-swap', 'dual-wingbeat']",はなのミツや　かふんが　エサ。 オーラを　かんじる　ちからを　もち さきそうな　はなを　みわけている。
